,Unnamed: 0,Reference,Year,Compartment,Sample size,Country,Continent,Additive,Additive Abbrev,CAS Number,Additive function,Chemical class,Taxon,Species name,Biota Tissue,Stats,Concentration orig,Units,Polymer Composition,Factor conversion,Concentration in ug/g (ug/L for liquid),Concentration(ug/g),Common Additives,ConcentrationLog,Polymer Types,Polymers Number,Key Polymer,Bioacumulation factor
1617,2158,Lo Brutto et al 2021,2013-2014,Biota,Not Reported,Sicily,Europe,"1,4-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester",DEHT,6422-86-2,Plasticizer,Phthalate,Amphipod,Amphipod,,avg,0.335,mg/kg,,1.0,0.335,0.335,,-1.093624747157071,,,,
1618,2159,Garcia-Garin et al 2020,2009-2013,Biota,10,Iceland,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame retardant,Organophosphate-Based,Plankton,Krill,whole,mean,1.75,ng/g ww,,1000.0,0.00175,0.00175,,-6.348139491046714,,,,
1619,2160,Garcia-Garin et al 2020,2015,Biota,20,Iceland,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame retardant,Organophosphate-Based,Marine Mammal,Fin Whale,muscle,mean,0.41,ng/g ww,,1000.0,0.00041,0.00041,,-7.799353398265921,,,,
1620,2161,Sala et al 2021,Not Reported,Plastic,"not reported, assume 1",Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,,,,"unsure, either mean or individual measurement of composite",6.96,ng/g ww,,1000.0,0.00696,0.00696,,-4.967575804635809,,,,
1621,2162,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,48.8,ng/g ww,,1000.0,0.0488,0.0488,,-3.020024966123036,,,,
1622,2165,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,0.87,ng/g ww,,1000.0,0.00087,0.00087,,-7.047017346315645,,,,
1623,2168,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,8.26,ng/g ww,,1000.0,0.00826,0.00826,,-4.79633069144925,,,,
1624,2169,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,3.73,ng/g ww,,1000.0,0.00373,0.00373,,-5.591347045326413,,,,
1625,2171,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,1.46,ng/g ww,,1000.0,0.00146,0.00146,,-6.529318843261892,,,,
1626,2175,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,1.81,ng/g ww,,1000.0,0.00181,0.00181,,-6.314428433704403,,,,
1627,2177,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,17.9,ng/g ww,,1000.0,0.0179,0.0179,,-4.022954566135428,,,,
1628,2178,Sala et al 2021,2014-2017,Biota,20,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,1.83,ng/g ww,,1000.0,0.00183,0.00183,,-6.303439312128807,,,,
1629,2179,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,8.8,ng/g ww,,1000.0,0.0088,0.0088,,-4.733003557497976,,,,
1630,2180,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,3.46,ng/g ww,,1000.0,0.00346,0.00346,,-5.666486689912504,,,,
1631,2181,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,3.88,ng/g ww,,1000.0,0.00388,0.00388,,-5.551920125346955,,,,
1632,2182,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,1.18,ng/g ww,,1000.0,0.00118,0.00118,,-6.742240840504564,,,,
1633,2183,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,2.51,ng/g ww,,1000.0,0.00251,0.00251,,-5.987472525838444,,,,
1634,2184,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,5.69,ng/g ww,,1000.0,0.005690000000000001,0.005690000000000001,,-5.169045030843898,,,,
1635,2185,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,4.85,ng/g ww,,1000.0,0.004849999999999999,0.004849999999999999,,-5.328776574032745,,,,
1636,2187,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,1.98,ng/g ww,,1000.0,0.00198,0.00198,,-6.224658434275693,,,,
1637,2188,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,0.09,ng/g ww,,1000.0,8.999999999999999e-05,8.999999999999999e-05,,-9.315700887634009,,,,
1638,2189,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,4.28,ng/g ww,,1000.0,0.00428,0.00428,,-5.453802269388432,,,,
1639,2190,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,5.18,ng/g ww,,1000.0,0.00518,0.00518,,-5.262950222710745,,,,
1640,2191,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,16.1,ng/g ww,,1000.0,0.0161,0.0161,,-4.12893600699172,,,,
1641,2192,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,40.7,ng/g ww,,1000.0,0.0407,0.0407,,-3.201527186533588,,,,
1642,2193,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,10.9,ng/g ww,,1000.0,0.0109,0.0109,,-4.518992489747039,,,,
1643,2194,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,23.6,ng/g ww,,1000.0,0.0236,0.0236,,-3.746508566950573,,,,
1644,2195,Sala et al 2021,2014-2017,Biota,22,Spain,Europe,2-isopropylphenyl diphenyl phosphate,2IPPDPP,64532-94-1,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,6.07,ng/g ww,,1000.0,0.00607,0.00607,,-5.10439667391073,,,,
1645,2197,Sala et al 2021,Not Reported,Plastic,"not reported, assume 1",Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,,,,"unsure, either mean or individual measurement of composite",12.5,ng/g ww,,1000.0,0.0125,0.0125,Tris(2-isopropylphenyl) phosphate,-4.382026634673881,,,,
1646,2198,Sala et al 2021,Not Reported,Plastic,"not reported, assume 1",Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,,,,"unsure, either mean or individual measurement of composite",100.0,ng/g ww,,1000.0,0.1,0.1,Tris(2-isopropylphenyl) phosphate,-2.302585092994045,,,,
1647,2199,Sala et al 2021,Not Reported,Plastic,"not reported, assume 1",Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,,,,"unsure, either mean or individual measurement of composite",857.0,ng/g ww,,1000.0,0.857,0.857,Tris(2-isopropylphenyl) phosphate,-0.1543173603843573,,,,
1648,2200,Sala et al 2021,Not Reported,Plastic,"not reported, assume 1",Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,,,,"unsure, either mean or individual measurement of composite",18.3,ng/g ww,,1000.0,0.0183,0.0183,Tris(2-isopropylphenyl) phosphate,-4.000854219134761,,,,
1649,2201,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,12.0,ng/g ww,,1000.0,0.012,0.012,Tris(2-isopropylphenyl) phosphate,-4.422848629194137,,,,
1650,2202,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,9.79,ng/g ww,,1000.0,0.009789999999999998,0.009789999999999998,Tris(2-isopropylphenyl) phosphate,-4.626393822439718,,,,
1651,2203,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,9.45,ng/g ww,,1000.0,0.00945,0.00945,Tris(2-isopropylphenyl) phosphate,-4.661740537476486,,,,
1652,2204,Sala et al 2021,2014-2017,Biota,20,Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,2.04,ng/g ww,,1000.0,0.00204,0.00204,Tris(2-isopropylphenyl) phosphate,-6.194805471126012,,,,
1653,2205,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,8.95,ng/g ww,,1000.0,0.00895,0.00895,Tris(2-isopropylphenyl) phosphate,-4.716101746695373,,,,
1654,2206,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,7.76,ng/g ww,,1000.0,0.00776,0.00776,Tris(2-isopropylphenyl) phosphate,-4.85877294478701,,,,
1655,2207,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,27.7,ng/g ww,,1000.0,0.0277,0.0277,Tris(2-isopropylphenyl) phosphate,-3.586322865788844,,,,
1656,2208,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,11.0,ng/g ww,,1000.0,0.011,0.011,Tris(2-isopropylphenyl) phosphate,-4.509860006183766,,,,
1657,2209,Sala et al 2021,2014-2017,Biota,1,Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,8.05,ng/g ww,,1000.0,0.00805,0.00805,Tris(2-isopropylphenyl) phosphate,-4.822083187551665,,,,
1658,2210,Sala et al 2021,2014-2017,Biota,22,Spain,Europe,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,Sea Turtle,Loggerhead sea turtle,muscle,individual measurement,3.25,ng/g ww,,1000.0,0.00325,0.00325,Tris(2-isopropylphenyl) phosphate,-5.729100282640491,,,,
1659,2211,Zhang et al 2022,2019,Seawater,124,China,Asia,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,,,,mean,2.51,ng/L,,1000.0,0.00251,0.00251,Tris(2-isopropylphenyl) phosphate,-5.987472525838444,,,,
1660,2212,Zhang et al 2022,2019,Sediment,119,China,Asia,Tris(2-isopropylphenyl) phosphate,T2IPPP,64532-95-2,Flame Retardant,Organophosphate-Based,,,,mean,0.21,ng/g dw,,1000.0,0.00021,0.00021,Tris(2-isopropylphenyl) phosphate,-8.468403027246806,,,,
1661,2213,Rani et al 2017,2014,Plastic,29,"Geoje, South Korea",Asia,Irganox 1010,Irganox 1010,6683-19-8,Antioxidant,Hindered Phenolic Antioxidant,,,,mean,34.0,ug/g,"PP, PE, PET, PC, acrylic/styrene",1.0,34.0,34.0,,3.526360524616162,,,,
1662,2214,Zhen et al 2016,2010,Sediment,54,China,Asia,PBDE 153,PBDE 153,68631-49-2,Flame retardant,BFR,,,,mean,10.7,pg/g dm,,1000000.0,1.07e-05,1.07e-05,PBDE 153,-11.44526681649641,,,,
1663,2215,Wurl et al 2006,2005,Seawater,1,Hong Kong,Asia,PBDE 153,PBDE 153,68631-49-2,Flame retardant,BFR,,,,mean,45.6,pg/L,,1000000.0,4.56e-05,4.56e-05,PBDE 153,-9.995602841443933,,,,
1664,2216,Ueno et al 2010,2005,Biota,26,Japan,Asia,PBDE 153,PBDE 153,68631-49-2,Flame retardant,BFR,Bivalve,Oyster,soft tissue,mean,0.27,ng/g lw,,1000.0,0.00027,0.00027,PBDE 153,-8.2170885989659,,,,
1665,2217,Verslycke et al 2005,2001,Biota,3,Dutch-Belgian Border,Europe,PBDE 153,PBDE 153,68631-49-2,Flame Retardant,BFR,Crustacean,mysid shrimp,whole,mean,77.4,ng/g lw,,1000.0,0.07740000000000001,0.07740000000000001,PBDE 153,-2.558768498386455,,,,
1666,2218,Verslycke et al 2005,2001,Sediment,3,Dutch-Belgian Border,Europe,PBDE 153,PBDE 153,68631-49-2,Flame Retardant,BFR,,,,mean,4.83,ng/g dw,,1000.0,0.00483,0.00483,PBDE 153,-5.332908811317655,,,,
1667,2219,Mizukawa et al 2009,2005,Sediment,1,Japan,Asia,PBDE 153,PBDE 153,68631-49-2,Flame retardant,BFR,,,,mean,19.1,pg/g dw,,1000000.0,1.91e-05,1.91e-05,PBDE 153,-10.86582222291169,,,,
1668,2220,Brandsma et al 2015,2008,Sediment,3,Netherlands,Europe,PBDE 153,PBDE 153,68631-49-2,Flame retardant,BFR,,,,mean,0.05,ng/g dw,,1000.0,5e-05,5e-05,PBDE 153,-9.903487552536127,,,,
1669,2221,Brandsma et al 2015,2008,Biota,3,Netherlands,Europe,PBDE 153,PBDE 153,68631-49-2,Flame retardant,BFR,Bivalve,cockles,whole organism,mean,2.4,ng/g lw,,1000.0,0.0024,0.0024,PBDE 153,-6.032286541628237,,,,
1670,2223,Brandsma et al 2015,2008,Biota,1,Netherlands,Europe,PBDE 153,PBDE 153,68631-49-2,Flame retardant,BFR,Invertebrate,Lugworm,whole organism,individual measurement,2.3,ng/g lw,,1000.0,0.0023,0.0023,PBDE 153,-6.074846156047033,,,,
1671,2224,Brandsma et al 2015,2008,Biota,4,Netherlands,Europe,PBDE 153,PBDE 153,68631-49-2,Flame retardant,BFR,Fish,Sole,whole organism,mean,6.8,ng/g lw,,1000.0,0.0068,0.0068,PBDE 153,-4.990832666800076,,,,
1672,2225,Brandsma et al 2015,2008,Biota,1,Netherlands,Europe,PBDE 153,PBDE 153,68631-49-2,Flame retardant,BFR,Fish,Place,whole organism,individual measurement,1.7,ng/g lw,,1000.0,0.0017,0.0017,PBDE 153,-6.377127027919967,,,,
1673,2226,Brandsma et al 2015,2008,Biota,2,Netherlands,Europe,PBDE 153,PBDE 153,68631-49-2,Flame retardant,BFR,Fish,Goby,whole organism,mean,1.3,ng/g lw,,1000.0,0.0013,0.0013,PBDE 153,-6.645391014514646,,,,
1674,2227,Brandsma et al 2015,2008,Biota,2,Netherlands,Europe,PBDE 153,PBDE 153,68631-49-2,Flame retardant,BFR,Fish,Sculpin,whole organism,mean,0.46,ng/g lw,,1000.0,0.00046,0.00046,PBDE 153,-7.684284068481134,,,,
1675,2232,Brandsma et al 2015,2008,Biota,5,Netherlands,Europe,PBDE 153,PBDE 153,68631-49-2,Flame retardant,BFR,Seabird,Common tern,whole organism,mean,17.0,ng/g lw,,1000.0,0.017,0.017,PBDE 153,-4.074541934925921,,,,
1676,2233,Sorensen et al 2023,2018,Biota,20,Svalbard,Arctic,PBDE 153,PBDE 153,68631-49-2,Flame Retardant,BFR,Plankton,Copepods,whole organism,mean,3.4,ug/kg,,1000.0,0.0034,0.0034,PBDE 153,-5.683979847360021,,,,
1677,2234,Herrera et al 2022,2019,Plastic,"not reported, but >1",Spain,Europe,PBDE 153,PBDE 153,68631-49-2,Flame Retardant,BFR,,,,mean,0.6,ng/g,,1000.0,0.0006,0.0006,PBDE 153,-7.418580902748128,,,,
1678,2235,Garcia-Garin et al 2020,2009-2013,Biota,10,Iceland,Europe,Isopropylated triphenyl phosphate,IPPP or IPTPP,68937-41-7,Flame retardant,Organophosphate-Based,Plankton,Krill,whole,mean,5.39,ng/g ww,,1000.0,0.00539,0.00539,,-5.223209894061231,,,,
1679,2236,Garcia-Garin et al 2020,2015,Biota,20,Iceland,Europe,Isopropylated triphenyl phosphate,IPPP or IPTPP,68937-41-7,Flame retardant,Organophosphate-Based,Marine Mammal,Fin Whale,muscle,mean,5.89,ng/g ww,,1000.0,0.005889999999999999,0.005889999999999999,,-5.134499281318642,,,,
1680,2238,Wang et al 2018a,2011-2016,Sediment,144,China,Asia,"2,6-Di-tert-butyl-1,4-benzoquinone",BHT-Q,719-22-2,Antioxidant,"Antioxidant, other",,,,mean,258.0,ng/g dw,,1000.0,0.258,0.258,,-1.35479569406052,,,,
1681,2239,Kuhn et al 2018,2016,Plastic,6,"Texel Island, Netherlands",Europe,Aluminum,Al,7429-90-5,Barrier (Kuhn et al 2018),Inorganic/Elemental,,,,mean,1006.2,ug/g,"89% PE and PP, diverse mixture though",1.0,1006.2,1006.2,,6.913936138057219,,,,
1682,2240,Kuhn et al 2018,2016,Plastic,3,"Texel Island, Netherlands",Europe,Aluminum,Al,7429-90-5,Barrier (Kuhn et al 2018),Inorganic/Elemental,,,,mean,1273.1,ug/g,"89% PE and PP, diverse mixture though",1.0,1273.1,1273.1,,7.149210150067599,,,,
1683,2241,Prunier et al 2019,2014-2015,Plastic,13,,Pelagic,Aluminum,Al,7429-90-5,Barrier (Kuhn et al 2018),Inorganic/Elemental,,,,mean,92.26385,ug/g,PE,1.0,92.26385,92.26385,,4.524652407152785,,,,
1684,2242,Prunier et al 2019,2014-2015,Plastic,4,,Pelagic,Aluminum,Al,7429-90-5,Barrier (Kuhn et al 2018),Inorganic/Elemental,,,,mean,72.385,ug/g,PE,1.0,72.385,72.385,,4.281999095606007,,,,
1685,2243,Turner and Holmes 2011,Not Reported,Plastic,5,Malta,Europe,Aluminum,Al,7429-90-5,Metals,Inorganic/Elemental,,,,mean,3.02,ug/g,PE,1.0,3.02,3.02,,1.105256831386778,,,,
1686,2244,Turner and Holmes 2011,Not Reported,Plastic,5,Malta,Europe,Aluminum,Al,7429-90-5,Metals,Inorganic/Elemental,,,,mean,6.72,ug/g,PE,1.0,6.72,6.72,,1.905088154535058,,,,
1687,2245,Turner and Holmes 2011,Not Reported,Plastic,5,Malta,Europe,Aluminum,Al,7429-90-5,Metals,Inorganic/Elemental,,,,mean,3.03,ug/g,PE,1.0,3.03,3.03,,1.108562619521278,,,,
1688,2246,Turner and Holmes 2011,Not Reported,Plastic,5,Malta,Europe,Aluminum,Al,7429-90-5,Metals,Inorganic/Elemental,,,,mean,3.1,ug/g,PE,1.0,3.1,3.1,,1.131402111491101,,,,
1689,2247,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,6.49,mg/kg,"mix of PE, PP, PET, PS, PUR, PEVA possible",1.0,6.49,6.49,,1.870262530715999,,,,
1690,2248,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,1.94,mg/kg,"mix of PE, PP, PET possible",1.0,1.94,1.94,,0.6626879730752367,,,,
1691,2249,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,1.43,mg/kg,"mix of PS, PUR, PEVA possible",1.0,1.43,1.43,,0.3576744442718159,,,,
1692,2250,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,1.51,mg/kg,unknown,1.0,1.51,1.51,,0.412109650826833,,,,
1693,2251,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,1.89,mg/kg,"mix of PS, PUR, PEVA possible",1.0,1.89,1.89,,0.636576829071551,,,,
1694,2252,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,9.21,mg/kg,"mix of PE, PP, PET, PS, PUR, PEVA possible",1.0,9.21,9.21,,2.220289850267215,,,,
1695,2253,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,1.19,mg/kg,"mix of PE, PP, PET possible",1.0,1.19,1.19,,0.173953307123438,,,,
1696,2254,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,2.4,mg/kg,"mix of PS, PUR, PEVA possible",1.0,2.4,2.4,,0.8754687373538999,,,,
1697,2255,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,2.6,mg/kg,unknown,1.0,2.6,2.6,,0.9555114450274363,,,,
1698,2256,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,7.86,mg/kg,"mix of PE, PP, PET, PS, PUR, PEVA possible",1.0,7.86,7.86,,2.061786606441115,,,,
1699,2257,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,1.44,mg/kg,"mix of PE, PP, PET possible",1.0,1.44,1.44,,0.3646431135879092,,,,
1700,2258,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,2.86,mg/kg,"mix of PS, PUR, PEVA possible",1.0,2.86,2.86,,1.050821624831761,,,,
1701,2259,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,2.51,mg/kg,unknown,1.0,2.51,2.51,,0.9202827531436925,,,,
1702,2260,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,5.17,mg/kg,"mix of PE, PP, PET, PS, PUR, PEVA possible",1.0,5.17,5.17,,1.642872688520338,,,,
1703,2261,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,1.79,mg/kg,"mix of PE, PP, PET possible",1.0,1.79,1.79,,0.5822156198526637,,,,
1704,2262,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,4.06,mg/kg,"mix of PS, PUR, PEVA possible",1.0,4.06,4.06,,1.401182973613641,,,,
1705,2263,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,1.68,mg/kg,unknown,1.0,1.68,1.68,,0.5187937934151675,,,,
1706,2264,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,3.72,mg/kg,"mix of PE, PP, PET, PS, PUR, PEVA possible",1.0,3.72,3.72,,1.313723668285055,,,,
1707,2265,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,2.35,mg/kg,"mix of PE, PP, PET possible",1.0,2.35,2.35,,0.8544153281560676,,,,
1708,2266,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,2.45,mg/kg,unknown,1.0,2.45,2.45,,0.8960880245566357,,,,
1709,2267,Fred-Ahmadu et al 2022,2018-2019,Plastic,Not Reported,Nigeria,Africa,Aluminum,Al,7429-90-5,,Inorganic/Elemental,,,,mean,2.54,mg/kg,"mix of PS, PUR, PEVA possible",1.0,2.54,2.54,,0.9321640810304452,,,,
